"Chr","Start","End","Conc","Conc_liver","Conc_colon","Fold","p-value","FDR"
"chr20",50416637,50417141,1.39,1.37,1.4,-0.03,0.896,1
"chr5",145806646,145807171,1.11,1.15,1.08,0.07,0.896,1
"chr7",22589696,22590249,1.38,1.52,1.23,0.29,0.896,1
"chr18",60865334,60866330,0.45,0.33,0.55,-0.21,0.896,1
"chr15",74488612,74489000,1.01,1.06,0.96,0.1,0.896,1
"chr5",103415378,103416045,0.6,0.68,0.51,0.17,0.896,1
"chr11",82575257,82575647,0.65,0.89,0.37,0.52,0.896,1
"chr4",7919368,7919649,0,0.04,-0.05,0.1,0.896,1
"chr10",15920998,15921345,0.13,0.05,0.19,-0.14,0.896,1
"chr2",58675028,58675613,2.22,2.33,2.1,0.24,0.896,1
"chr2",154078647,154079013,-0.96,-0.85,-1.07,0.23,0.896,1
"chr2",5162680,5163245,-0.72,-0.96,-0.51,-0.45,0.896,1
"chr19",19080321,19080776,0.69,0.71,0.66,0.05,0.896,1
"chr6",10031195,10031557,0.44,0.73,0.07,0.66,0.896,1
"chr2",130538869,130539767,0.63,0.48,0.77,-0.29,0.896,1
"chr17",43044846,43046072,3.07,3.02,3.13,-0.11,0.896,1
"chr4",129782993,129783471,0.54,0.42,0.66,-0.23,0.896,1
"chr11",17620511,17621334,2.02,2.1,1.93,0.17,0.896,1
"chr20",62533966,62534445,0.37,0.26,0.48,-0.22,0.896,1
"chr15",90883602,90884023,0.49,0.29,0.67,-0.38,0.896,1
"chr17",47625985,47626242,0.32,0.23,0.41,-0.17,0.896,1
"chr19",35809966,35810429,1.29,1.3,1.27,0.03,0.896,1
"chr2",227971568,227972483,1.21,1.41,0.98,0.43,0.896,1
"chr1",156646969,156648270,1.76,1.82,1.7,0.12,0.896,1
"chr6",108323654,108324342,0.59,0.41,0.76,-0.35,0.896,1
"chr6",89212758,89213050,-0.31,-0.38,-0.25,-0.13,0.896,1
"chr7",18067198,18067502,-0.57,-0.2,-1.09,0.89,0.896,1
"chr6",22321020,22321312,0.17,0.3,0.02,0.28,0.896,1
"chr5",94185909,94186381,0.63,0.52,0.74,-0.22,0.896,1
"chr19",47260518,47260905,0.63,0.73,0.54,0.19,0.896,1
"chr2",143044141,143044621,0.89,1.13,0.59,0.54,0.896,1
"chr2",177502830,177503758,1.85,1.8,1.9,-0.1,0.896,1
"chr5",142381685,142382903,1.32,1.4,1.23,0.17,0.896,1
"chr13",24722828,24723838,2.93,2.92,2.93,-0.01,0.896,1
"chr17",76135395,76136888,4.21,4.18,4.23,-0.05,0.896,1
"chr5",154191335,154191783,0.65,0.88,0.38,0.5,0.896,1
"chr8",47579777,47580132,0.41,0.63,0.15,0.48,0.896,1
"chr2",213385097,213385456,0.2,0.4,-0.04,0.44,0.896,1
"chr14",68933260,68933663,0.64,0.8,0.45,0.35,0.896,1
"chr10",15939974,15940446,0.3,0.16,0.43,-0.27,0.896,1
"chr3",43196976,43197684,1.39,1.33,1.45,-0.12,0.896,1
"chr20",53042794,53043142,-0.98,-0.77,-1.21,0.44,0.896,1
"chr4",124939198,124939487,-0.98,-0.77,-1.21,0.44,0.896,1
"chr8",48504497,48505156,-0.85,-1.18,-0.58,-0.6,0.896,1
"chr8",1747248,1747729,-1.01,-1.36,-0.72,-0.64,0.896,1
"chr3",149230107,149230502,0.36,0.4,0.31,0.09,0.896,1
"chr6",93726980,93727306,-0.13,-0.17,-0.08,-0.09,0.896,1
"chr1",38148037,38148377,0.41,0.66,0.1,0.56,0.896,1
"chr11",46148698,46149136,1.17,1.15,1.19,-0.04,0.896,1
"chr17",72489425,72489857,0.86,1,0.71,0.29,0.896,1
"chr1",120018385,120018930,1.97,2.06,1.88,0.18,0.896,1
"chr3",88268355,88268859,1.31,1.53,1.06,0.47,0.896,1
"chr7",106420365,106421560,1.52,1.62,1.41,0.21,0.896,1
"chr15",29354855,29355936,0.22,0.13,0.31,-0.18,0.896,1
"chr1",15631338,15631564,0.15,0.31,-0.02,0.33,0.896,1
"chr8",97198487,97198834,-0.66,-0.93,-0.43,-0.5,0.896,1
"chr15",62520351,62520706,-0.03,-0.05,-0.02,-0.03,0.896,1
"chr7",77953317,77953666,-0.89,-1.22,-0.62,-0.59,0.896,1
"chr1",19772219,19772704,0.69,0.61,0.76,-0.15,0.896,1
"chr10",4251058,4251405,-1.16,-1.53,-0.87,-0.66,0.896,1
"chr13",25848933,25849286,-1.16,-1.53,-0.87,-0.66,0.896,1
"chr5",100011091,100011450,-1.16,-1.53,-0.87,-0.66,0.896,1
"chr9",5305203,5305557,-1.16,-1.53,-0.87,-0.66,0.896,1
"chr2",128432502,128433406,1.6,1.64,1.57,0.07,0.896,1
"chr18",34388901,34389910,1.3,1.29,1.32,-0.03,0.896,1
"chr19",36334700,36335078,0.86,0.75,0.95,-0.2,0.896,1
"chr8",119012629,119013598,0.78,0.96,0.58,0.38,0.896,1
"chr5",103424483,103425350,0.75,0.76,0.74,0.01,0.896,1
"chr16",52380289,52380642,-0.92,-1.53,-0.5,-1.03,0.896,1
"chr4",102227273,102227798,0.88,0.92,0.83,0.09,0.896,1
"chr11",76235660,76236294,0.51,0.53,0.48,0.05,0.896,1
"chr18",55019798,55020149,-0.14,-0.51,0.15,-0.66,0.896,1
"chr2",121856904,121857277,0.45,0.51,0.39,0.13,0.896,1
"chr3",142305606,142306042,1.22,1.24,1.2,0.04,0.896,1
"chr14",53924986,53925586,1.31,1.17,1.44,-0.27,0.896,1
"chr13",20118909,20119272,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr2",38715554,38715909,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr22",32820415,32820822,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr4",71598812,71599036,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr4",187826364,187826746,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr8",101465630,101465968,-0.58,-1.03,-0.24,-0.78,0.896,1
"chrX",151987489,151987858,-0.58,-1.03,-0.24,-0.78,0.896,1
"chr19",30096353,30097447,2.87,2.99,2.74,0.25,0.896,1
"chr13",66071451,66071834,0.3,0.43,0.16,0.27,0.896,1
"chr1",10659372,10659890,0.35,0.3,0.4,-0.11,0.896,1
"chr16",4010932,4011781,1.79,1.83,1.75,0.08,0.896,1
"chr10",94066774,94067137,-0.96,-1.36,-0.65,-0.71,0.896,1
"chr3",133795759,133796127,-0.49,-0.8,-0.24,-0.56,0.896,1
"chr20",23030203,23031736,3.21,3.24,3.19,0.05,0.896,1
"chr1",211765525,211765908,0.21,0.32,0.09,0.23,0.896,1
"chr14",22191688,22192030,0.23,0.18,0.28,-0.1,0.896,1
"chr8",30458287,30458604,0.85,0.83,0.88,-0.04,0.896,1
"chr15",31528639,31529160,0.51,0.48,0.54,-0.07,0.896,1
"chr1",186201776,186202126,-0.85,-0.64,-1.1,0.45,0.896,1
"chr13",52498135,52498343,-0.22,-0.33,-0.11,-0.23,0.896,1
"chr20",8834351,8834831,0.66,0.87,0.4,0.47,0.896,1
"chr7",151567077,151567439,-0.7,-0.96,-0.48,-0.48,0.896,1
"chr14",58159398,58159752,0.2,0.32,0.07,0.25,0.896,1
"chr16",85867694,85868090,-1.12,-1.05,-1.2,0.15,0.896,1
"chr7",55790515,55790898,-1.12,-1.05,-1.2,0.15,0.896,1
"chr14",54075135,54075559,0.92,0.88,0.96,-0.09,0.896,1
"chr9",87839568,87840045,0.95,1.22,0.61,0.61,0.896,1
"chr10",72639937,72640185,0.01,-0.07,0.09,-0.16,0.896,1
"chr2",155555280,155555930,1.29,1.55,0.98,0.58,0.896,1
"chr19",4694486,4694841,0.4,0.53,0.27,0.26,0.896,1
"chr11",35061803,35062374,0.56,0.56,0.55,0.01,0.896,1
"chr2",149873316,149874274,1.26,1.37,1.13,0.24,0.896,1
"chr10",50720233,50720590,0.05,-0.07,0.16,-0.22,0.896,1
"chr8",37856917,37857874,0.61,0.79,0.41,0.37,0.896,1
"chr15",81149086,81149811,2.23,2.4,2.04,0.36,0.897,1
"chr14",21508185,21508571,0.22,0.15,0.29,-0.14,0.897,1
"chr7",18629900,18630251,1.51,1.36,1.64,-0.28,0.897,1
"chr22",48893638,48894128,-1.09,-1.53,-0.75,-0.77,0.897,1
"chr4",160605866,160607250,1.38,1.57,1.17,0.4,0.897,1
"chr2",97137225,97137555,-1.06,-0.96,-1.18,0.22,0.897,1
"chr9",89384883,89385853,-1.06,-0.96,-1.18,0.22,0.897,1
"chr1",100194294,100194739,0.82,0.87,0.77,0.09,0.897,1
"chr2",72307151,72307482,-1.12,-1.08,-1.16,0.08,0.897,1
"chr8",133064074,133064548,1.62,1.81,1.41,0.4,0.897,1
"chr15",52156501,52157012,1.25,1.25,1.25,-0.01,0.897,1
"chr12",69418137,69418528,0.13,0.11,0.15,-0.04,0.897,1
"chr10",90569976,90570383,0.48,0.71,0.21,0.5,0.897,1
"chr14",101553571,101553919,-1.06,-1.36,-0.81,-0.55,0.897,1
"chr17",74635584,74635915,-1.06,-1.36,-0.81,-0.55,0.897,1
"chrX",63957986,63959180,-1.06,-1.36,-0.81,-0.55,0.897,1
"chr15",28368513,28368953,0.3,0.24,0.36,-0.12,0.897,1
"chr20",61557460,61558146,2.58,2.56,2.6,-0.04,0.897,1
"chr16",28985398,28986517,2.53,2.56,2.5,0.06,0.897,1
"chr17",190059,190707,-0.32,-0.32,-0.31,0,0.897,1
"chr9",117415733,117416075,0.7,0.93,0.42,0.52,0.897,1
"chr8",128887411,128887770,-0.92,-0.82,-1.03,0.21,0.897,1
"chr8",106744316,106744761,0.84,0.36,1.2,-0.84,0.897,1
"chr4",38761016,38761396,0.69,0.6,0.77,-0.17,0.897,1
"chr8",1845424,1845904,0.91,0.85,0.98,-0.13,0.897,1
"chr7",23719618,23720082,0.26,0.23,0.29,-0.07,0.897,1
"chr15",39420326,39420853,1.12,1.29,0.93,0.36,0.897,1
"chr14",73714442,73714895,0.27,0.45,0.07,0.38,0.897,1
"chr1",112113280,112113744,0.51,0.55,0.47,0.08,0.897,1
"chr15",60209680,60210143,1.56,1.76,1.32,0.43,0.897,1
"chr15",20012489,20013537,-0.96,-0.89,-1.03,0.14,0.897,1
"chr3",38010884,38011120,0.6,0.37,0.79,-0.42,0.897,1
"chr13",25254281,25254827,1.38,1.45,1.29,0.16,0.897,1
"chr3",81282504,81282855,-1.03,-0.93,-1.12,0.19,0.897,1
"chr11",23431679,23432042,-1.13,-1.05,-1.21,0.16,0.897,1
"chr4",73691300,73691501,-1.13,-1.05,-1.21,0.16,0.897,1
"chr8",86077903,86078136,-1.13,-1.05,-1.21,0.16,0.897,1
"chr9",130965516,130965897,1.76,1.66,1.85,-0.19,0.897,1
"chr11",48898900,48899270,-1.14,-1.08,-1.19,0.11,0.897,1
"chr16",24620715,24621063,-1.14,-1.08,-1.19,0.11,0.897,1
"chr3",31066785,31067142,-1.14,-1.08,-1.19,0.11,0.897,1
"chr6",78302375,78302721,-1.14,-1.08,-1.19,0.11,0.897,1
"chr5",61032539,61032824,-0.1,-0.67,0.31,-0.98,0.897,1
"chr15",49527745,49528146,0.47,0.59,0.34,0.25,0.897,1
"chr3",120884172,120884893,1.32,1.43,1.19,0.24,0.897,1
"chr1",21044046,21044550,0.77,0.78,0.77,0.01,0.897,1
"chr20",44221246,44221544,0.06,0.14,-0.02,0.15,0.897,1
"chr8",12458739,12459335,0.99,1.11,0.85,0.26,0.897,1
"chr2",74814813,74815054,-0.29,-0.29,-0.29,0,0.897,1
"chr16",188126,188994,1.68,1.65,1.7,-0.05,0.897,1
"chr2",3072171,3072589,-1.09,-0.98,-1.21,0.23,0.897,1
"chr3",24569979,24570362,-0.63,-1.53,-0.09,-1.44,0.897,1
"chr1",198029828,198030344,-0.62,-1.53,-0.06,-1.46,0.897,1
"chr16",85004091,85004564,1.65,1.65,1.65,0,0.897,1
"chr22",33381951,33382427,1.38,1.35,1.41,-0.06,0.897,1
"chr17",7137410,7138026,2.18,2.18,2.18,0,0.897,1
"chr3",37176172,37176633,-0.81,-0.58,-1.09,0.51,0.897,1
"chr14",105411186,105411524,0.3,-0.01,0.56,-0.57,0.897,1
"chr1",65607067,65607547,0.65,0.68,0.62,0.06,0.897,1
"chr4",143012603,143013232,1.19,1.17,1.22,-0.05,0.897,1
"chr2",223383187,223384119,1.16,1.37,0.92,0.45,0.897,1
"chr3",12521372,12521756,0.99,1.23,0.71,0.52,0.897,1
"chr9",132369589,132370263,2.09,2.17,2,0.17,0.897,1
"chr13",29880861,29881917,0.53,0.63,0.42,0.21,0.897,1
"chr5",174540994,174541993,-0.49,-0.24,-0.78,0.54,0.897,1
"chr1",92580554,92581405,-0.12,-0.15,-0.09,-0.06,0.897,1
"chr11",58617966,58618682,-0.11,-0.19,-0.04,-0.15,0.897,1
"chr18",7830377,7830852,1.82,1.91,1.72,0.19,0.897,1
"chr1",214601068,214601717,1.91,2.05,1.74,0.31,0.897,1
"chr11",33211771,33212091,-0.87,-0.66,-1.13,0.48,0.897,1
"chr3",135805943,135806298,-0.87,-0.66,-1.13,0.48,0.897,1
"chr4",189375508,189375861,-0.87,-0.66,-1.13,0.48,0.897,1
"chr1",159113226,159113560,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr10",76124428,76124651,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr12",98614718,98615060,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr17",13949436,13949797,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr3",62055163,62055518,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr4",75310585,75311276,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr5",135064380,135064715,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr6",38139191,38139539,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr6",130786229,130786579,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr7",92145162,92145546,-1.22,-1.53,-0.96,-0.57,0.897,1
"chr1",52761911,52762191,0.01,0.02,-0.01,0.02,0.897,1
"chr1",10853950,10854204,1.04,1.13,0.95,0.18,0.897,1
"chr8",141714726,141715345,0.83,0.96,0.69,0.27,0.897,1
"chr5",158605971,158606465,1.23,1.3,1.16,0.14,0.897,1
"chr5",170029408,170031395,2.64,2.58,2.7,-0.12,0.897,1
"chr2",208195616,208195906,0.51,0.63,0.37,0.27,0.897,1
"chr12",100377880,100379335,2.58,2.59,2.58,0.02,0.897,1
"chr1",9934871,9935247,0.58,0.48,0.67,-0.19,0.897,1
"chr4",27569573,27570171,0.62,0.71,0.52,0.19,0.897,1
"chr16",80560340,80561363,1.2,1.26,1.15,0.11,0.897,1
"chr11",130466581,130467007,-0.79,-1.36,-0.38,-0.98,0.897,1
"chr17",72692891,72693240,-0.79,-1.36,-0.38,-0.98,0.897,1
"chr21",31407337,31407704,-0.79,-1.36,-0.38,-0.98,0.897,1
"chr5",148644229,148645276,1.88,1.94,1.82,0.12,0.897,1
"chr19",1612235,1612451,-0.18,0.02,-0.43,0.45,0.897,1
"chr11",62162338,62162909,1.29,1.31,1.27,0.04,0.897,1
"chr16",66958765,66959186,1.19,1.19,1.19,0,0.897,1
"chr12",115074733,115075144,0.52,0.48,0.55,-0.08,0.897,1
"chr12",105186266,105186719,0.28,0.19,0.37,-0.19,0.897,1
"chr3",10992479,10992948,1.3,1.54,1.01,0.53,0.897,1
"chr15",78714272,78715543,1.14,1.17,1.11,0.07,0.897,1
"chr10",33115304,33115667,-0.63,-0.5,-0.79,0.29,0.897,1
"chr20",44746620,44747448,2.35,2.42,2.27,0.15,0.897,1
"chr10",50873670,50874468,0.36,0.51,0.18,0.33,0.897,1
"chr1",169555471,169556124,2.18,2.3,2.05,0.25,0.897,1
"chr10",18947952,18949240,3.82,3.92,3.71,0.21,0.897,1
"chr9",38363076,38363512,0.3,0.49,0.09,0.4,0.897,1
"chr5",32489839,32490195,0.39,0.28,0.5,-0.21,0.897,1
"chr12",107722436,107722882,0.96,1.1,0.8,0.29,0.897,1
"chr3",56285494,56285788,0.13,0.3,-0.07,0.38,0.897,1
"chr14",21555743,21556037,-0.18,-0.53,0.1,-0.63,0.897,1
"chr2",72151023,72151473,0.64,0.63,0.64,-0.01,0.897,1
"chr2",163747221,163747822,0.67,1,0.24,0.76,0.897,1
"chrY",28784213,28788167,-0.03,-0.17,0.09,-0.26,0.897,1
"chr6",55482018,55482298,-0.05,-0.02,-0.08,0.06,0.897,1
"chr21",39877595,39877839,0.01,-0.24,0.23,-0.47,0.897,1
"chrX",122993471,122994439,3.29,3.28,3.3,-0.03,0.897,1
"chr6",121756638,121756970,0.91,0.46,1.25,-0.79,0.897,1
"chr5",87042282,87043223,0.86,0.79,0.93,-0.14,0.897,1
"chr1",193101727,193102243,0.65,0.67,0.62,0.05,0.897,1
"chr11",111317194,111317704,2.06,2.12,2.01,0.1,0.898,1
"chr5",158202604,158203185,0.33,0.4,0.24,0.16,0.898,1
"chr1",37543894,37544240,-0.96,-0.77,-1.18,0.4,0.898,1
"chr11",75140777,75141593,2.61,2.55,2.66,-0.11,0.898,1
"chr1",152842286,152842699,0.52,0.34,0.68,-0.33,0.898,1
"chr7",42882801,42883248,0.69,0.7,0.68,0.01,0.898,1
"chr6",106559589,106559954,-0.57,-0.62,-0.52,-0.1,0.898,1
"chr7",101054470,101054895,0.6,0.7,0.5,0.2,0.898,1
"chr16",81643391,81644230,1.46,1.41,1.51,-0.09,0.898,1
"chrX",40005657,40006211,1.69,1.52,1.84,-0.32,0.898,1
"chr1",165883075,165883860,1.58,1.63,1.51,0.12,0.898,1
"chr18",30225907,30226266,-0.92,-1.53,-0.49,-1.04,0.898,1
"chr2",42894599,42894956,-0.92,-1.53,-0.49,-1.04,0.898,1
"chr5",146639568,146639952,-0.92,-1.53,-0.49,-1.04,0.898,1
"chr12",26804573,26804879,0.35,0.23,0.47,-0.23,0.898,1
"chr22",23152541,23153054,0.52,0.42,0.62,-0.2,0.898,1
"chr1",22643716,22644090,0.12,0.1,0.13,-0.02,0.898,1
"chr13",78139951,78140237,0.24,0.14,0.34,-0.21,0.898,1
"chr3",41904412,41905005,0.8,1.07,0.46,0.6,0.898,1
"chr11",62078577,62079061,1.16,1.38,0.89,0.49,0.898,1
"chr2",235404650,235406282,3.86,3.86,3.87,-0.01,0.898,1
"chr5",124531662,124532374,-0.25,-0.43,-0.09,-0.34,0.898,1
"chr1",5873539,5873919,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr1",43316932,43317393,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr1",115333953,115334306,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr10",102074605,102075026,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",30301107,30301468,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",33424642,33424995,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",38881556,38881915,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",50346729,50347087,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",99303953,99304301,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",123876721,123877072,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",127744663,127745009,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr11",131503407,131503772,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr13",26290018,26290376,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr13",96784235,96784590,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr15",56075925,56076286,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr16",5451595,5451953,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr16",9381690,9381907,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr16",50891263,50891471,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr2",22232874,22233233,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr2",103126533,103126896,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr20",8761888,8762241,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr20",11797424,11797775,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr20",37193422,37193737,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr20",53586852,53587207,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr21",24629845,24630200,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr21",41534850,41535202,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr22",22054566,22054913,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr22",42076151,42076481,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr3",26221454,26221793,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr3",65294093,65294560,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr3",161240236,161240565,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr4",7697073,7697773,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr4",39944593,39944946,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr5",28697581,28697933,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr6",8338045,8338397,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr6",16327740,16328073,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr6",16902764,16903114,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr6",37384083,37384445,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr6",70317261,70317630,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr7",90639974,90640190,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr7",112695516,112695870,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr7",137327520,137327863,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr8",4304091,4304452,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr9",44840989,44841339,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr9",78904236,78904611,-1.33,-1.36,-1.3,-0.06,0.898,1
"chrX",136081987,136083571,-1.33,-1.36,-1.3,-0.06,0.898,1
"chrX",138476208,138476569,-1.33,-1.36,-1.3,-0.06,0.898,1
"chr2",224401360,224402752,1.79,1.76,1.83,-0.08,0.898,1
"chr2",211949759,211950249,0.47,0.47,0.47,0,0.898,1
"chr7",152011047,152011517,0.71,0.71,0.71,0,0.898,1
"chr12",122237499,122238248,2.7,2.68,2.73,-0.05,0.898,1
"chr4",158814559,158814922,-0.79,-0.58,-1.05,0.47,0.898,1
"chr2",121528644,121529648,2.46,2.6,2.31,0.28,0.898,1
"chr16",46981750,46982146,0.75,0.85,0.64,0.21,0.898,1
"chr18",76774321,76777036,0.77,0.85,0.7,0.15,0.898,1
"chr5",130247739,130248125,0.11,0.12,0.1,0.02,0.898,1
"chr4",150920792,150921017,0.33,0.44,0.2,0.24,0.898,1
"chr20",55570717,55571076,0.75,0.8,0.7,0.11,0.898,1
"chr19",10341608,10342284,2.1,2,2.19,-0.19,0.898,1
"chr1",40075289,40075695,1.06,1.16,0.95,0.21,0.898,1
"chr2",87456242,87456663,-0.94,-0.89,-0.99,0.1,0.898,1
"chr2",27975485,27977317,2.25,2.33,2.17,0.17,0.898,1
"chr15",62358936,62359353,0.85,0.99,0.69,0.3,0.898,1
"chr1",111308444,111308947,0.5,0.41,0.59,-0.18,0.898,1
"chr2",70823371,70824321,2.05,2.09,2,0.09,0.898,1
"chr2",174916406,174916871,0.59,0.82,0.3,0.52,0.898,1
"chr5",90458386,90459183,1.68,1.75,1.61,0.14,0.898,1
"chr2",178664263,178664615,-0.05,-0.01,-0.08,0.07,0.898,1
"chr7",117355834,117356160,0.4,0.25,0.54,-0.29,0.898,1
"chr15",22908524,22908867,-0.46,-0.58,-0.36,-0.22,0.898,1
"chrX",120523503,120524536,0.72,0.97,0.41,0.56,0.898,1
"chr8",87715517,87716314,2.52,2.65,2.39,0.26,0.898,1
"chr10",35875497,35876491,-0.2,-0.02,-0.41,0.4,0.898,1
"chr19",933148,933597,1.49,1.54,1.44,0.11,0.898,1
"chr1",48411475,48411837,-1.07,-1.13,-1.01,-0.12,0.898,1
"chr7",8391335,8392127,-0.52,-0.31,-0.77,0.46,0.898,1
"chr8",96640163,96640753,1.12,1.3,0.92,0.38,0.898,1
"chr9",21812434,21814035,2.35,2.5,2.18,0.32,0.898,1
"chr9",18268285,18268745,0.38,0.65,0.04,0.61,0.898,1
"chr6",36584647,36585254,1.3,1.35,1.25,0.1,0.898,1
"chr2",65536770,65537287,0.24,0.13,0.33,-0.2,0.898,1
"chr7",138081171,138081468,0.46,0.73,0.14,0.59,0.898,1
"chr1",56006115,56006474,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr11",109372485,109372836,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr12",18491437,18491790,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr14",39422466,39422817,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr17",74883405,74883617,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr18",47480237,47480597,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr22",27617026,27617425,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr3",105850314,105850659,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr5",90834366,90834721,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr5",107638900,107639257,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr7",100716530,100716876,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr8",55160464,55160819,-1.25,-1.53,-1.01,-0.51,0.898,1
"chrX",118389808,118390358,-1.25,-1.53,-1.01,-0.51,0.898,1
"chr13",94485208,94485573,-0.9,-0.67,-1.18,0.51,0.898,1
"chr11",115477962,115478656,-0.21,-0.05,-0.39,0.34,0.898,1
"chr2",13557103,13557457,-1.03,-1.05,-1.01,-0.04,0.898,1
"chr6",160284322,160284642,0.55,0.67,0.42,0.25,0.898,1
"chr2",153717812,153718303,1.17,1.23,1.11,0.12,0.898,1
"chr14",103979070,103979871,0.7,0.75,0.64,0.11,0.898,1
"chr6",148832310,148832655,-0.56,-1.36,-0.04,-1.32,0.898,1
"chr18",7789863,7790269,0.41,0.57,0.23,0.34,0.898,1
"chr16",54370891,54371255,-0.56,-0.56,-0.55,-0.01,0.898,1
"chr1",118296628,118297074,1.06,1.13,0.98,0.15,0.898,1
"chr11",102115579,102116102,1.35,1.48,1.21,0.27,0.898,1
"chr7",56077276,56078240,1.22,1.24,1.21,0.02,0.898,1
"chr22",42228618,42229666,3.48,3.44,3.52,-0.07,0.898,1
"chr2",215106874,215108026,1.16,1.51,0.7,0.81,0.898,1
"chr9",38180207,38181678,1.06,0.92,1.19,-0.26,0.898,1
"chr18",29373542,29373898,-0.36,-1.22,0.17,-1.38,0.898,1
"chr12",91252058,91252433,0.45,0.66,0.19,0.47,0.898,1
"chr8",70693121,70693543,0.58,0.65,0.52,0.13,0.898,1
"chr11",18664425,18664768,-0.96,-0.89,-1.03,0.14,0.898,1
"chr4",36415830,36416205,0.1,0.21,-0.02,0.24,0.898,1
"chr17",36432699,36433540,0.14,0.27,-0.01,0.28,0.898,1
"chr10",114552222,114553483,1.74,1.7,1.77,-0.06,0.898,1
"chr7",144028520,144029265,-1,-0.84,-1.18,0.34,0.898,1
"chr7",107642979,107644020,2.41,2.33,2.49,-0.15,0.898,1
"chr5",38598958,38599473,0.99,1.1,0.86,0.25,0.898,1
"chr1",120587428,120588062,-0.86,-0.7,-1.04,0.34,0.898,1
"chr2",218196311,218196617,-0.01,-0.01,-0.01,0,0.898,1
"chr5",171254209,171254540,-1.05,-1.36,-0.8,-0.56,0.898,1
"chr10",72702256,72702611,-0.87,-0.74,-1.02,0.28,0.898,1
"chr9",33738087,33738396,0.5,0.57,0.43,0.15,0.898,1
"chr2",176718166,176719246,1.16,1.3,0.99,0.31,0.898,1
