"Chr","Start","End","Conc","Conc_colon","Conc_liver","Fold","p-value","FDR"
"chr20",62063404,62064206,3.29,3.35,3.22,0.12,0.912,1
"chr13",112696395,112697086,2.81,2.72,2.89,-0.17,0.912,1
"chr11",125094614,125094994,2.64,2.55,2.73,-0.18,0.912,1
"chr11",62673453,62673829,3.12,3.04,3.2,-0.15,0.912,1
"chr11",75917522,75918962,4.51,4.45,4.58,-0.13,0.912,1
"chr8",118922337,118922640,2.6,2.51,2.68,-0.17,0.912,1
"chr6",44067763,44068171,2.78,2.69,2.86,-0.16,0.912,1
"chr11",46384659,46385433,4.53,4.45,4.59,-0.14,0.912,1
"chr5",1437567,1437927,2.7,2.63,2.76,-0.13,0.912,1
"chr1",22643716,22644090,2.1,2.16,2.04,0.12,0.912,1
"chr19",20478815,20479264,2.1,2.16,2.04,0.12,0.912,1
"chr16",31393839,31394223,3.22,3.15,3.29,-0.14,0.912,1
"chr17",2627214,2628378,4.29,4.22,4.35,-0.13,0.912,1
"chr4",39136856,39137341,3.1,3.02,3.18,-0.16,0.912,1
"chr6",35699185,35699975,4.85,4.79,4.92,-0.13,0.913,1
"chr6",168756558,168757040,3.28,3.35,3.21,0.14,0.913,1
"chr3",195635387,195636948,5.72,5.65,5.78,-0.13,0.913,1
"chr6",34664327,34664956,4.58,4.51,4.64,-0.13,0.913,1
"chr8",46841582,46843074,2.24,2.18,2.3,-0.11,0.913,1
"chr20",48258599,48259113,2.35,2.27,2.42,-0.16,0.913,1
"chr1",142654342,142656693,3.06,3,3.11,-0.12,0.913,1
"chr11",86002809,86003257,2.4,2.31,2.49,-0.18,0.913,1
"chr9",100908396,100909160,4.38,4.3,4.45,-0.15,0.913,1
"chr2",43411577,43412607,3.95,3.88,4.02,-0.14,0.913,1
"chr17",45699062,45699535,3.45,3.38,3.51,-0.14,0.913,1
"chr6",35744204,35744771,3.45,3.38,3.51,-0.14,0.913,1
"chr15",42130679,42131011,2.55,2.48,2.63,-0.15,0.913,1
"chr11",76757049,76759044,5.41,5.34,5.48,-0.14,0.913,1
"chr10",30357477,30358636,3.2,3.26,3.14,0.12,0.913,1
"chr5",157095969,157096355,3.34,3.27,3.42,-0.15,0.913,1
"chr18",2592672,2593115,2.53,2.64,2.41,0.24,0.913,1
"chr11",57405677,57406037,3.49,3.55,3.43,0.11,0.913,1
"chr2",232544798,232546181,5.78,5.71,5.85,-0.14,0.913,1
"chr1",205426134,205426696,3.61,3.67,3.55,0.12,0.913,1
"chr3",134069251,134070129,3.61,3.67,3.55,0.12,0.913,1
"chr5",158667376,158667832,3.23,3.15,3.3,-0.15,0.913,1
"chr22",28386927,28387305,2.75,2.81,2.68,0.12,0.913,1
"chr6",142330308,142331385,4.35,4.28,4.42,-0.14,0.913,1
"chr17",36903927,36904816,4.46,4.39,4.53,-0.13,0.913,1
"chr7",101922696,101923103,2.68,2.58,2.77,-0.19,0.913,1
"chr10",75423468,75423887,1.38,1.27,1.49,-0.22,0.913,1
"chr16",31985502,31985927,1.38,1.27,1.49,-0.22,0.913,1
"chr3",61404353,61404586,1.38,1.27,1.49,-0.22,0.913,1
"chr10",5652195,5653021,3.48,3.39,3.55,-0.16,0.913,1
"chr20",52811231,52811610,2.86,2.92,2.79,0.13,0.913,1
"chr19",9945434,9946222,5.76,5.69,5.82,-0.14,0.913,1
"chr12",19892103,19892364,1.76,1.66,1.86,-0.2,0.913,1
"chr2",157311863,157312217,1.76,1.66,1.86,-0.2,0.913,1
"chr4",26126613,26126964,1.76,1.66,1.86,-0.2,0.913,1
"chr9",41954168,41955165,1.56,1.63,1.49,0.14,0.913,1
"chr18",21282814,21283393,3.44,3.38,3.5,-0.13,0.913,1
"chr5",115381421,115382360,4.16,4.09,4.23,-0.15,0.913,1
"chr8",77418703,77419817,3.07,3,3.15,-0.15,0.913,1
"chr20",1193503,1193998,3.57,3.49,3.65,-0.16,0.913,1
"chr11",100432732,100433150,2.45,2.35,2.54,-0.19,0.913,1
"chr15",78665179,78665569,2.45,2.35,2.54,-0.19,0.913,1
"chr11",67795551,67795807,3.34,3.27,3.41,-0.14,0.913,1
"chr12",6432468,6432902,3.34,3.27,3.41,-0.14,0.913,1
"chr19",1407068,1407841,5.2,5.13,5.26,-0.13,0.913,1
"chr2",118979339,118979976,3.56,3.62,3.49,0.13,0.913,1
"chr2",714194,714802,3.77,3.69,3.84,-0.15,0.913,1
"chr1",85804882,85805183,2.17,2.07,2.27,-0.2,0.913,1
"chr13",105854708,105855056,2.17,2.07,2.27,-0.2,0.913,1
"chr3",114238296,114238611,2.17,2.07,2.27,-0.2,0.913,1
"chr5",15105881,15106322,2.17,2.07,2.27,-0.2,0.913,1
"chrX",149654359,149654702,2.17,2.07,2.27,-0.2,0.913,1
"chrX",154285568,154286037,2.17,2.07,2.27,-0.2,0.913,1
"chr5",133394522,133395186,3.66,3.71,3.59,0.12,0.913,1
"chr12",116602507,116603113,3.2,3.13,3.27,-0.15,0.913,1
"chr17",62988430,62988933,4.11,4.04,4.18,-0.13,0.913,1
"chr12",57156910,57157229,2.06,1.97,2.15,-0.18,0.913,1
"chr2",219894341,219894857,3.66,3.59,3.72,-0.14,0.913,1
"chr5",131409188,131410897,4,4.06,3.94,0.12,0.913,1
"chr17",81037145,81037703,4.56,4.62,4.49,0.13,0.913,1
"chr7",8230006,8230378,2.42,2.29,2.54,-0.25,0.913,1
"chr18",19612343,19613083,3.57,3.63,3.51,0.12,0.913,1
"chr9",35079336,35080190,4.75,4.68,4.81,-0.13,0.913,1
"chr5",90445927,90446279,1.27,1.18,1.35,-0.17,0.913,1
"chr17",1018295,1018888,4.45,4.38,4.52,-0.14,0.914,1
"chr4",88769946,88770484,3.39,3.31,3.48,-0.17,0.914,1
"chr1",40119242,40119653,2.86,2.8,2.93,-0.13,0.914,1
"chr12",50101092,50101958,4.64,4.7,4.58,0.12,0.914,1
"chr5",125779167,125779481,2.56,2.48,2.64,-0.16,0.914,1
"chr11",65700025,65700400,2.31,2.22,2.39,-0.17,0.914,1
"chr12",120412037,120412439,2.31,2.22,2.39,-0.17,0.914,1
"chr4",106062041,106062294,2.31,2.22,2.39,-0.17,0.914,1
"chr7",73265084,73266189,4.65,4.58,4.72,-0.14,0.914,1
"chr14",92922966,92923442,2.9,2.82,2.97,-0.15,0.914,1
"chr4",69234600,69235478,3.75,3.68,3.82,-0.15,0.914,1
"chr13",34594026,34594462,2.16,2.22,2.08,0.14,0.914,1
"chr19",52179212,52179747,2.16,2.22,2.08,0.14,0.914,1
"chr3",99562083,99562473,2.16,2.22,2.08,0.14,0.914,1
"chr7",143065101,143065617,3.45,3.38,3.52,-0.15,0.914,1
"chr11",18136833,18137525,4.27,4.2,4.34,-0.14,0.914,1
"chr13",52470436,52470856,2.56,2.48,2.64,-0.16,0.914,1
"chr2",174024212,174024834,2.36,2.27,2.44,-0.17,0.914,1
"chr20",31262090,31262538,2.36,2.27,2.44,-0.17,0.914,1
"chr21",34330782,34331106,2.36,2.27,2.44,-0.17,0.914,1
"chr9",96582860,96583199,2.36,2.27,2.44,-0.17,0.914,1
"chr9",97893645,97893916,2.36,2.27,2.44,-0.17,0.914,1
"chr10",127095782,127096388,3.43,3.36,3.5,-0.14,0.914,1
"chr7",5937141,5939177,3.47,3.39,3.54,-0.14,0.914,1
"chr11",75201344,75202265,3.88,3.94,3.82,0.12,0.914,1
"chr1",231543525,231544008,2.36,2.27,2.44,-0.17,0.914,1
"chr9",127573052,127573596,4.15,4.09,4.22,-0.14,0.914,1
"chr1",51750110,51750596,3.27,3.19,3.35,-0.15,0.914,1
"chr2",133019947,133020205,2.54,2.48,2.59,-0.11,0.914,1
"chr14",65148517,65149499,3.74,3.68,3.81,-0.13,0.914,1
"chr10",29202758,29203348,2.9,2.82,2.97,-0.15,0.914,1
"chr2",160817049,160817904,2.9,2.82,2.97,-0.15,0.914,1
"chr6",108862929,108863676,2.91,2.97,2.86,0.11,0.914,1
"chr3",52419217,52419562,2.73,2.8,2.67,0.13,0.914,1
"chr2",210937544,210938196,3.03,2.92,3.14,-0.22,0.914,1
"chr2",1720893,1721305,3.28,3.19,3.36,-0.16,0.914,1
"chr12",46465900,46466340,2.71,2.63,2.78,-0.15,0.914,1
"chr12",92081076,92081610,2.71,2.63,2.78,-0.15,0.914,1
"chr5",43073917,43074398,2.71,2.63,2.78,-0.15,0.914,1
"chr21",10841554,10841885,1.16,1.27,1.04,0.23,0.914,1
"chr8",22446542,22446949,3.53,3.46,3.6,-0.14,0.914,1
"chr1",172291325,172292062,3.47,3.53,3.42,0.11,0.914,1
"chr19",42298874,42299249,2.12,2.02,2.21,-0.19,0.914,1
"chr4",108834492,108834779,2.12,2.02,2.21,-0.19,0.914,1
"chr4",124918263,124918559,2.12,2.02,2.21,-0.19,0.914,1
"chr8",58487781,58488068,2.12,2.02,2.21,-0.19,0.914,1
"chr15",52944108,52944461,2.36,2.42,2.3,0.12,0.914,1
"chr3",124480114,124480433,2.36,2.42,2.3,0.12,0.914,1
"chrX",134099332,134099872,2.36,2.42,2.3,0.12,0.914,1
"chr19",843382,844419,3.86,3.8,3.92,-0.12,0.914,1
"chr11",19585541,19586016,3.37,3.29,3.45,-0.16,0.914,1
"chr3",172390863,172391354,3.21,3.13,3.28,-0.16,0.914,1
"chr2",203672077,203672738,3.32,3.25,3.4,-0.15,0.914,1
"chr17",9143154,9143785,4.01,3.95,4.07,-0.12,0.914,1
"chr1",1850181,1851390,6.08,6.01,6.14,-0.13,0.914,1
"chr1",42248767,42249392,4.07,3.99,4.14,-0.15,0.914,1
"chr15",28973189,28973610,2.12,2.02,2.21,-0.19,0.914,1
"chr22",30194953,30195530,3.01,2.94,3.07,-0.13,0.914,1
"chr4",102158822,102159285,2.81,2.86,2.75,0.11,0.914,1
"chr7",157085486,157085897,3.66,3.59,3.73,-0.14,0.914,1
"chr12",19351239,19351483,1.91,1.97,1.86,0.11,0.914,1
"chr17",3817028,3817464,3.29,3.22,3.35,-0.13,0.914,1
"chr12",54192322,54192700,3.04,2.97,3.12,-0.15,0.915,1
"chr12",107773588,107774292,3.08,3.14,3.02,0.12,0.915,1
"chr12",89444587,89445266,3.08,2.99,3.16,-0.16,0.915,1
"chr6",43477523,43478311,4.79,4.72,4.85,-0.13,0.915,1
"chr8",66910349,66911076,2.87,2.8,2.94,-0.14,0.915,1
"chr2",121194807,121195170,3,3.06,2.94,0.12,0.915,1
"chr11",44654273,44654730,2.83,2.77,2.89,-0.12,0.915,1
"chr11",75141041,75141593,3.69,3.75,3.63,0.12,0.915,1
"chr17",34302955,34303369,2.4,2.31,2.49,-0.18,0.915,1
"chr1",47400429,47400986,2.28,2.35,2.21,0.14,0.915,1
"chr4",57442022,57442373,2.28,2.35,2.21,0.14,0.915,1
"chr11",86650110,86650353,2,1.92,2.08,-0.17,0.915,1
"chr3",119012632,119014171,5.36,5.28,5.42,-0.14,0.915,1
"chr5",72987926,72989738,3.55,3.6,3.5,0.11,0.915,1
"chr12",32589931,32590392,2.59,2.51,2.67,-0.16,0.915,1
"chr15",34974941,34975217,2.21,2.14,2.28,-0.14,0.915,1
"chr6",36390893,36391363,4.32,4.25,4.39,-0.14,0.915,1
"chr5",171074024,171074701,3.73,3.66,3.81,-0.14,0.915,1
"chr11",72896199,72896664,3.44,3.5,3.38,0.12,0.915,1
"chr8",37915159,37916438,4.13,4.06,4.19,-0.13,0.915,1
"chr11",120042944,120043390,3.08,3,3.16,-0.16,0.915,1
"chr6",155814264,155815084,3.63,3.55,3.7,-0.14,0.915,1
"chr5",156985289,156986224,2.94,2.85,3.02,-0.17,0.915,1
"chr1",161052973,161053711,5.03,4.96,5.09,-0.13,0.915,1
"chr3",30708279,30708996,3.02,2.94,3.08,-0.14,0.915,1
"chr6",133833508,133833761,1.83,1.72,1.93,-0.21,0.915,1
"chr7",33004258,33004796,1.83,1.72,1.93,-0.21,0.915,1
"chr20",56268101,56268574,4.38,4.44,4.31,0.12,0.915,1
"chr2",55817877,55818468,2.92,2.98,2.86,0.13,0.915,1
"chr10",11824692,11825105,2.7,2.75,2.64,0.11,0.915,1
"chr3",14550469,14550980,3.06,3,3.12,-0.13,0.915,1
"chr19",50718275,50719139,3.99,3.92,4.06,-0.13,0.915,1
"chr19",16044608,16045784,2.9,2.82,2.97,-0.15,0.915,1
"chr5",172247121,172247558,2.9,2.82,2.97,-0.15,0.915,1
"chr9",140356133,140356487,3.73,3.66,3.8,-0.14,0.915,1
"chr1",52088001,52088479,2.82,2.88,2.75,0.13,0.915,1
"chr3",138642298,138642604,3.18,3.1,3.26,-0.15,0.915,1
"chr19",9046142,9046491,2.48,2.4,2.55,-0.15,0.915,1
"chr16",11451613,11452107,3.23,3.29,3.17,0.12,0.915,1
"chr17",7199737,7200134,3.23,3.29,3.17,0.12,0.915,1
"chr17",73696448,73696918,4.39,4.32,4.45,-0.13,0.915,1
"chr17",64902795,64903164,2.93,2.98,2.88,0.1,0.915,1
"chr1",161261341,161261914,2.11,2.18,2.04,0.14,0.915,1
"chr8",18422453,18422798,2.11,2.18,2.04,0.14,0.915,1
"chr9",7234150,7234409,2.11,2.18,2.04,0.14,0.915,1
"chr11",35915553,35916028,2.87,2.8,2.94,-0.14,0.915,1
"chr6",31055341,31055719,2.87,2.8,2.94,-0.14,0.915,1
"chr17",17108571,17110179,5.26,5.2,5.32,-0.13,0.915,1
"chr11",47968391,47968983,4.34,4.27,4.4,-0.14,0.915,1
"chr18",3816922,3817200,2.26,2.18,2.34,-0.16,0.915,1
"chr2",133043822,133045841,4.28,4.33,4.22,0.11,0.915,1
"chr1",41582871,41583197,-0.17,-0.06,-0.3,0.25,0.915,1
"chr1",144339303,144341326,-0.17,-0.06,-0.3,0.25,0.915,1
"chr10",42799613,42800188,-0.17,-0.06,-0.3,0.25,0.915,1
"chr11",84024244,84024597,-0.17,-0.06,-0.3,0.25,0.915,1
"chr14",19642584,19643080,-0.17,-0.06,-0.3,0.25,0.915,1
"chr16",27150284,27150621,-0.17,-0.06,-0.3,0.25,0.915,1
"chr18",45379483,45379906,-0.17,-0.06,-0.3,0.25,0.915,1
"chr19",57522297,57522572,-0.17,-0.06,-0.3,0.25,0.915,1
"chr2",92187525,92187795,-0.17,-0.06,-0.3,0.25,0.915,1
"chr2",111025416,111025980,-0.17,-0.06,-0.3,0.25,0.915,1
"chr3",125703750,125704215,-0.17,-0.06,-0.3,0.25,0.915,1
"chr5",99382015,99382390,-0.17,-0.06,-0.3,0.25,0.915,1
"chr6",133593908,133594271,-0.17,-0.06,-0.3,0.25,0.915,1
"chr8",144743622,144744503,-0.17,-0.06,-0.3,0.25,0.915,1
"chr9",69963466,69964359,-0.17,-0.06,-0.3,0.25,0.915,1
"chr4",7541240,7542270,5.07,5.01,5.14,-0.13,0.915,1
"chr19",2722986,2723393,3.17,3.22,3.1,0.12,0.916,1
"chr9",138304430,138304733,3.17,3.22,3.1,0.12,0.916,1
"chr7",100434029,100435287,4.16,4.1,4.22,-0.12,0.916,1
"chr19",35598362,35598689,3.15,3.08,3.22,-0.14,0.916,1
"chr1",223705021,223705496,3.07,3.13,3.01,0.12,0.916,1
"chr6",116832511,116833121,3.32,3.25,3.4,-0.15,0.916,1
"chr7",25299240,25299660,3.18,3.1,3.26,-0.15,0.916,1
"chr1",152158014,152158351,2.71,2.77,2.64,0.12,0.916,1
"chr1",152842286,152842699,2.71,2.77,2.64,0.12,0.916,1
"chr3",197226386,197226659,2.71,2.77,2.64,0.12,0.916,1
"chr2",43237767,43238236,2,1.92,2.08,-0.17,0.916,1
"chr3",61516086,61516442,2,1.92,2.08,-0.17,0.916,1
"chr1",2371769,2372093,2.02,1.97,2.08,-0.11,0.916,1
"chr17",8191659,8192519,4.81,4.74,4.87,-0.13,0.916,1
"chr10",72218080,72218563,3.3,3.36,3.24,0.11,0.916,1
"chr20",34471790,34472512,3.97,3.9,4.04,-0.14,0.916,1
"chr8",90894845,90895276,3.05,2.97,3.13,-0.16,0.916,1
"chr12",101693745,101694188,3.21,3.13,3.28,-0.16,0.916,1
"chr1",46648800,46649565,4.93,4.86,5,-0.14,0.916,1
"chr1",7707330,7707702,2.74,2.66,2.82,-0.16,0.916,1
"chr5",77175767,77176167,2.52,2.44,2.6,-0.16,0.916,1
"chr18",60548841,60549389,3.43,3.36,3.51,-0.15,0.916,1
"chr9",95478720,95479116,2.98,2.92,3.04,-0.12,0.916,1
"chr20",4953527,4955136,3.1,3.15,3.04,0.11,0.916,1
"chr12",125229369,125230912,4.92,4.98,4.86,0.12,0.916,1
"chr11",33037167,33038027,4.96,4.89,5.03,-0.14,0.916,1
"chr16",19106329,19107472,4.13,4.06,4.2,-0.14,0.916,1
"chr12",68374959,68375498,2.91,2.82,2.99,-0.16,0.916,1
"chr4",36352714,36353161,2.91,2.82,2.99,-0.16,0.916,1
"chr16",19146956,19147938,4.23,4.15,4.29,-0.14,0.916,1
"chr6",119558422,119558847,4.58,4.52,4.63,-0.11,0.916,1
"chr15",75242674,75243068,2.61,2.68,2.55,0.13,0.916,1
"chr21",44936455,44937785,4.13,4.06,4.19,-0.12,0.916,1
"chr5",146749291,146749720,2.78,2.69,2.87,-0.18,0.916,1
"chr22",30881330,30881800,3.27,3.2,3.34,-0.13,0.916,1
"chr1",33358478,33359821,3.56,3.62,3.5,0.12,0.916,1
"chr1",76703015,76704385,4.78,4.71,4.85,-0.14,0.916,1
"chr2",10829713,10830775,4.11,4.17,4.05,0.12,0.916,1
"chr17",7232215,7233707,5.6,5.54,5.66,-0.12,0.916,1
"chr12",57023036,57024260,4.53,4.46,4.59,-0.13,0.916,1
"chr5",16552794,16553262,3.35,3.27,3.42,-0.16,0.916,1
"chr19",43936979,43937381,3.02,2.94,3.1,-0.15,0.916,1
"chr22",35708276,35708699,3.02,2.94,3.1,-0.15,0.916,1
"chr11",118790397,118790962,4.16,4.21,4.1,0.12,0.916,1
"chr3",58644424,58645390,3.43,3.49,3.36,0.12,0.916,1
"chr19",41815821,41816399,3.3,3.36,3.23,0.12,0.916,1
"chr9",4225448,4226529,3.3,3.36,3.23,0.12,0.916,1
"chr10",15289650,15290160,3.15,3.2,3.1,0.11,0.916,1
"chr1",108757334,108757605,1.18,1.27,1.08,0.18,0.916,1
"chr18",56435587,56436243,3.74,3.8,3.68,0.12,0.916,1
"chr19",40372072,40372560,1.05,1.14,0.95,0.19,0.916,1
"chr5",176881436,176883669,6.33,6.26,6.39,-0.13,0.916,1
"chr4",145370542,145371109,2.94,2.85,3.02,-0.17,0.916,1
"chr4",14728336,14728975,3.42,3.48,3.36,0.11,0.916,1
"chr11",63655596,63656166,3.39,3.32,3.46,-0.14,0.916,1
"chr16",85557137,85557526,3.39,3.32,3.46,-0.14,0.916,1
"chr20",60734810,60735251,3.39,3.32,3.46,-0.14,0.916,1
"chr15",85369509,85370035,3.61,3.54,3.68,-0.14,0.917,1
"chr14",40817089,40817656,2.75,2.66,2.83,-0.17,0.917,1
"chr2",176052139,176052529,2.75,2.66,2.83,-0.17,0.917,1
"chr10",42386978,42389588,5.18,5.12,5.23,-0.11,0.917,1
"chr9",116385151,116385670,3.94,3.87,4.01,-0.14,0.917,1
"chr6",43463102,43464622,4.33,4.26,4.39,-0.13,0.917,1
"chr20",4804049,4804574,3.88,3.81,3.94,-0.13,0.917,1
"chr6",35995179,35996377,5.51,5.45,5.57,-0.13,0.917,1
"chr21",46432153,46432999,4.53,4.59,4.47,0.12,0.917,1
"chr19",984223,984903,3.78,3.71,3.84,-0.13,0.917,1
"chr19",18895905,18896408,3.81,3.87,3.75,0.12,0.917,1
"chr17",2907283,2907960,4.23,4.16,4.3,-0.13,0.917,1
"chr19",860403,861073,4.23,4.16,4.3,-0.13,0.917,1
"chr6",39152699,39153389,3.99,3.92,4.06,-0.13,0.917,1
"chr4",2938856,2939268,3.7,3.63,3.77,-0.14,0.917,1
"chr6",106258219,106258727,2.44,2.51,2.37,0.14,0.917,1
"chr19",9731549,9732547,4.61,4.54,4.67,-0.13,0.917,1
"chr5",73927513,73929148,4.89,4.82,4.96,-0.14,0.917,1
"chr6",35309565,35310683,5.38,5.31,5.44,-0.13,0.917,1
"chr6",157148950,157149883,3.97,4.03,3.9,0.12,0.917,1
"chr7",24988306,24988974,2.78,2.69,2.87,-0.18,0.917,1
"chr1",227544354,227545502,4.54,4.47,4.6,-0.13,0.917,1
"chr11",70328278,70329524,4.63,4.57,4.69,-0.12,0.917,1
"chr3",186708559,186709342,4.11,4.04,4.18,-0.14,0.917,1
"chr17",16913544,16914763,1.98,2.04,1.9,0.14,0.917,1
"chr3",189474408,189474794,1.98,2.04,1.9,0.14,0.917,1
"chr20",31171053,31173291,5.42,5.48,5.36,0.12,0.917,1
"chr9",117568033,117568749,3.36,3.42,3.3,0.12,0.917,1
"chr16",1755631,1756610,5.05,4.99,5.11,-0.12,0.917,1
"chr13",39122216,39122571,0.28,0.39,0.16,0.22,0.917,1
"chr15",25773284,25773624,0.28,0.39,0.16,0.22,0.917,1
"chr17",19506377,19506855,0.28,0.39,0.16,0.22,0.917,1
"chr20",51219179,51219514,0.28,0.39,0.16,0.22,0.917,1
"chr22",21265269,21265626,0.28,0.39,0.16,0.22,0.917,1
"chr13",41568027,41568764,3.87,3.8,3.93,-0.14,0.917,1
"chr8",21894054,21894705,3.87,3.8,3.93,-0.14,0.917,1
"chr1",27286457,27287250,4.55,4.48,4.61,-0.13,0.917,1
"chr12",58148412,58148934,4.4,4.33,4.47,-0.14,0.917,1
"chr1",19923160,19924060,4.63,4.68,4.56,0.12,0.917,1
"chr1",27627221,27627623,3.37,3.42,3.32,0.1,0.917,1
"chr11",64851344,64852194,4.54,4.48,4.6,-0.13,0.917,1
"chr7",99097467,99098134,4.17,4.1,4.23,-0.13,0.917,1
"chr2",120249728,120250091,2.57,2.48,2.66,-0.18,0.917,1
"chrX",115403545,115404060,2.57,2.48,2.66,-0.18,0.917,1
"chr2",208936997,208937395,3.19,3.1,3.27,-0.16,0.917,1
"chr11",123389733,123390150,3.25,3.18,3.32,-0.14,0.917,1
"chr19",47217339,47217807,3.77,3.7,3.84,-0.14,0.917,1
"chr1",39843976,39844347,2.53,2.44,2.61,-0.17,0.917,1
"chr11",27897366,27897738,2.53,2.44,2.61,-0.17,0.917,1
"chr3",53090505,53090929,2.53,2.44,2.61,-0.17,0.917,1
"chr7",129629369,129629764,2.53,2.44,2.61,-0.17,0.917,1
"chr17",17804018,17804659,2.99,2.92,3.06,-0.15,0.917,1
"chr19",10697749,10698197,2.99,2.92,3.06,-0.15,0.917,1
"chr11",65756405,65756996,3.68,3.61,3.75,-0.13,0.917,1
"chr17",824403,825019,2.8,2.85,2.74,0.11,0.917,1
"chr16",2059394,2060260,4.46,4.52,4.4,0.11,0.917,1
"chr10",71198286,71199509,3.86,3.8,3.93,-0.13,0.918,1
"chr7",47611428,47611845,3.88,3.94,3.82,0.11,0.918,1
"chr19",49004701,49005896,6.02,5.95,6.08,-0.13,0.918,1
"chr14",100259355,100260155,4.83,4.77,4.89,-0.12,0.918,1
"chr6",32212625,32213077,3.06,3.13,3,0.13,0.918,1
"chr2",160106287,160106827,3.16,3.08,3.24,-0.16,0.918,1
"chr17",79917542,79918269,4.27,4.32,4.21,0.11,0.918,1
"chr20",25843737,25844356,4,3.93,4.07,-0.14,0.918,1
"chr22",25942802,25943288,2.84,2.77,2.92,-0.15,0.918,1
"chr11",8861166,8862314,4.15,4.2,4.09,0.11,0.918,1
"chr22",41107531,41107945,3.03,3.09,2.97,0.12,0.918,1
"chr2",113448408,113448823,3.12,3.17,3.06,0.11,0.918,1
"chr10",47074093,47075242,3.51,3.44,3.57,-0.13,0.918,1
"chr20",33264283,33265220,5.56,5.49,5.62,-0.13,0.918,1
"chr6",38940929,38941406,3.13,3.06,3.2,-0.14,0.918,1
"chr11",19301057,19301365,2.57,2.48,2.66,-0.18,0.918,1
"chr14",21560625,21561040,3.68,3.61,3.74,-0.12,0.918,1
"chr1",3081882,3082625,2.59,2.53,2.65,-0.12,0.918,1
"chr8",143026333,143026943,3.41,3.47,3.35,0.11,0.918,1
"chr17",62702400,62703712,4.95,4.88,5.01,-0.13,0.918,1
"chr22",42977616,42978334,3.77,3.7,3.83,-0.13,0.918,1
"chr5",180645216,180645687,4.2,4.13,4.26,-0.13,0.918,1
"chr13",98905395,98905961,3.25,3.18,3.32,-0.14,0.918,1
"chr3",146221191,146221821,4.5,4.43,4.57,-0.14,0.918,1
"chr10",79702975,79703557,3.34,3.4,3.28,0.12,0.918,1
"chr4",86005579,86006363,3.19,3.1,3.27,-0.16,0.918,1
"chr13",74864521,74864876,3.3,3.22,3.37,-0.15,0.918,1
"chr20",46292535,46292924,2.96,3.02,2.9,0.12,0.918,1
"chr6",126133335,126134128,3.59,3.52,3.66,-0.14,0.918,1
"chr3",93952985,93953624,3.28,3.2,3.36,-0.15,0.918,1
"chr2",43385539,43386419,4.66,4.59,4.72,-0.13,0.918,1
"chr21",36958293,36958764,2.35,2.29,2.4,-0.12,0.918,1
"chr11",125744396,125744824,3.26,3.18,3.33,-0.15,0.918,1
"chr12",110530799,110531123,1.87,1.81,1.92,-0.11,0.918,1
"chr16",3767093,3767864,4.8,4.74,4.86,-0.12,0.918,1
"chr1",954687,956716,6.11,6.05,6.17,-0.12,0.918,1
"chr20",50063280,50064073,4.53,4.59,4.46,0.13,0.918,1
"chr17",27135863,27136300,3.68,3.61,3.75,-0.14,0.918,1
"chr1",29562717,29563207,4.37,4.31,4.44,-0.13,0.918,1
"chrX",118544278,118544870,3.42,3.34,3.49,-0.15,0.918,1
"chr19",39260365,39260712,3.05,3.1,3,0.11,0.918,1
"chr1",30998697,30999389,3.67,3.6,3.74,-0.14,0.918,1
"chr1",8508986,8509432,2.68,2.6,2.75,-0.16,0.918,1
"chr6",167733320,167734901,3.03,2.94,3.11,-0.16,0.918,1
"chr1",214678412,214678763,2.49,2.4,2.57,-0.16,0.918,1
"chr12",101072782,101073235,2.49,2.4,2.57,-0.16,0.918,1
"chr13",107301818,107302344,2.49,2.4,2.57,-0.16,0.918,1
"chr17",37778236,37778502,2.67,2.72,2.61,0.11,0.918,1
"chr1",201857487,201858208,4.95,4.88,5.01,-0.13,0.918,1
"chr6",118939892,118940365,3.26,3.18,3.33,-0.15,0.918,1
"chr18",21002806,21003323,3.66,3.6,3.72,-0.13,0.918,1
"chr11",44932806,44933430,3.38,3.44,3.32,0.12,0.918,1
"chr6",9204473,9205029,2.71,2.63,2.79,-0.16,0.918,1
"chr10",3574867,3575282,2.81,2.74,2.88,-0.14,0.918,1
"chr11",125215678,125215982,2.81,2.74,2.88,-0.14,0.918,1
"chr8",74473224,74474202,3.94,3.87,4.01,-0.14,0.919,1
"chr19",11641314,11641577,3.25,3.31,3.2,0.11,0.919,1
"chr22",43084282,43084801,3.25,3.31,3.2,0.11,0.919,1
"chr14",54181996,54182403,2.03,2.09,1.97,0.12,0.919,1
"chr16",48048707,48049006,2.03,2.09,1.97,0.12,0.919,1
"chr3",111410235,111410495,2.03,2.09,1.97,0.12,0.919,1
"chr10",34955186,34955583,2.32,2.22,2.41,-0.18,0.919,1
"chr22",33219045,33219395,2.32,2.22,2.41,-0.18,0.919,1
"chr5",170519331,170519726,2.32,2.22,2.41,-0.18,0.919,1
"chr7",95313438,95313732,2.32,2.22,2.41,-0.18,0.919,1
"chr8",8298994,8299316,2.26,2.33,2.19,0.14,0.919,1
"chr2",111924781,111926508,3.76,3.7,3.82,-0.12,0.919,1
"chr11",62742507,62743192,3.76,3.68,3.82,-0.14,0.919,1
"chr11",61938602,61939085,2.64,2.56,2.71,-0.15,0.919,1
"chr15",65930709,65931333,2.64,2.56,2.71,-0.15,0.919,1
